Best Parameters,Best F1 Score
"{'classifier__beta': 0, 'classifier__gamma': 0, 'classifier__learning_rate': 0.01, 'classifier__max_iter': 1000, 'classifier__tolerance': 0.001, 'vectorizer__max_features': 3000}",0.731089224210704
