Best Parameters,Best F1 Score
"{'classifier__estimator__beta': 0, 'classifier__estimator__gamma': 0, 'classifier__estimator__learning_rate': 0.001, 'classifier__estimator__max_iter': 4500, 'classifier__estimator__tolerance': 0.0001, 'vectorizer__max_features': 3000}",0.39581424490795025
